iteration,frame,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_frame_rate,train_frame_rate,train_exploration_epsilon,normalized_return,capped_normalized_return,human_gap
0,0,450.7323943661972,nan,355,0,1027.914486719433,nan,1.0,-0.00740762429737117,-0.00740762429737117,1.007407624297371
1,1000000,31.13456464379947,482.2834645669291,379,508,1003.8889217292228,523.8156406567913,0.8020002475,-0.04500666995431822,-0.04500666995431822,1.0450066699543181
2,2000000,35.12562814070352,782.3157894736842,398,475,962.5068833246311,489.72208918266466,0.5545002475,-0.04464904136806183,-0.04464904136806183,1.0446490413680618
3,3000000,54.0253164556962,1243.186274509804,395,408,920.8770869128615,489.91371793413197,0.3070002475,-0.042955490559356234,-0.042955490559356234,1.0429554905593563
4,4000000,3124.7580645161293,1864.3304843304843,124,351,905.1074111275136,501.7591932700248,0.05950024749999997,0.23220470479006156,0.23220470479006156,0.7677952952099385
5,5000000,3113.505154639175,2768.6692015209123,97,263,897.477645926304,498.19076048011067,0.01,0.231196361461601,0.231196361461601,0.768803638538399
6,6000000,3117.217391304348,3069.5726495726494,115,234,898.298203369347,496.859489803803,0.01,0.23152900511696872,0.23152900511696872,0.7684709948830313
7,7000000,2356.21359223301,3794.0,103,170,906.8287414627791,495.3756027876838,0.01,0.16333747847031396,0.16333747847031396,0.836662521529686
8,8000000,4130.862068965517,4679.777777777777,58,135,902.1477592294668,493.3673317810972,0.01,0.32235900902933,0.32235900902933,0.67764099097067
9,9000000,7583.653846153846,4820.359712230216,52,139,896.6559762216368,494.88598546345463,0.01,0.6317544979438561,0.6317544979438561,0.3682455020561439
10,10000000,9117.692307692309,5569.836065573771,39,122,903.3998370564718,497.3313733988453,0.01,0.7692156049115851,0.7692156049115851,0.23078439508841486
11,11000000,2136.126126126126,5946.044776119403,111,134,901.0650982487549,497.09141304476435,0.01,0.1436160259257447,0.1436160259257447,0.8563839740742553
12,12000000,6346.71875,5846.099290780142,64,141,896.4688760186879,491.1230063273509,0.01,0.5209160334414595,0.5209160334414595,0.47908396655854046
13,13000000,12400.60606060606,6242.377622377622,33,143,900.2064816660859,499.3005256593365,0.01,1.0633887758388196,1.0,0.0
14,14000000,17180.869565217392,6636.544117647059,23,136,898.4809448695361,504.65196532028807,0.01,1.4917354760136732,1.0,0.0
15,15000000,11233.333333333334,7944.423076923077,42,104,924.804155933189,502.9684322591388,0.01,0.9587925709540792,0.9587925709540792,0.041207429045920785
16,16000000,12573.421052631578,8061.181818181818,38,110,972.3850333859465,506.1973705727045,0.01,1.078874267695799,1.0,0.0
17,17000000,9652.533333333333,8425.346534653465,75,101,996.9214805460721,498.6245661304013,0.01,0.8171412868808878,0.8171412868808878,0.18285871311911217
18,18000000,8360.0,7644.690265486725,37,113,1058.738605957832,489.54147051789914,0.01,0.7013208122009355,0.7013208122009355,0.29867918779906455
19,19000000,6145.294117647059,7429.411764705882,51,119,941.4028667400536,485.87396842651907,0.01,0.5028669077982633,0.5028669077982633,0.49713309220173674
20,20000000,10198.857142857143,8256.055045871559,35,109,842.5893802409544,495.9429805657662,0.01,0.8660959105769944,0.8660959105769944,0.13390408942300558
21,21000000,6638.0,8428.962264150943,75,106,836.7064741240144,496.98636103818546,0.01,0.5470169716303159,0.5470169716303159,0.45298302836968407
22,22000000,11308.57142857143,7923.508771929824,35,114,816.4791766323332,494.48395550357276,0.01,0.9655344565826832,0.9655344565826832,0.03446554341731678
23,23000000,5242.272727272727,9992.450980392157,44,102,847.6901159114425,493.23710975459045,0.01,0.42194956247179405,0.42194956247179405,0.578050437528206
24,24000000,7419.428571428572,9690.531914893618,35,94,1019.8384273650082,492.4622393766616,0.01,0.6170387078109438,0.6170387078109438,0.38296129218905617
25,25000000,19668.780487804877,9191.792452830188,41,106,1068.8445892742593,494.75998931524657,0.01,1.7146705575193888,1.0,0.0
26,26000000,18035.51724137931,9572.767857142857,29,112,1109.4669768573324,486.21289481809043,0.01,1.5683181814530107,1.0,0.0
27,27000000,9644.318181818182,8940.434782608696,44,115,1092.0758853998313,487.23471340463703,0.01,0.8164051490007151,0.8164051490007151,0.18359485099928485
28,28000000,14784.146341463415,9484.247787610619,41,113,1055.853687516907,489.6523430788105,0.01,1.2769714816989026,1.0,0.0
29,29000000,21722.432432432433,9782.807017543859,37,114,1002.7437000925435,491.3186968937627,0.01,1.8986928468639608,1.0,0.0
30,30000000,9949.411764705883,10350.857142857143,68,105,929.5446492327887,503.3737100418898,0.01,0.843743773607581,0.843743773607581,0.15625622639241898
31,31000000,14705.862068965518,9986.89075630252,29,119,894.9280462416765,511.6067955938146,0.01,1.26995663622695,1.0,0.0
32,32000000,6130.877192982456,11242.549019607843,57,102,899.6331866887284,517.5057068672295,0.01,0.5015750455189569,0.5015750455189569,0.49842495448104307
